id,sanskrit,translation,explanation,source,created_at
a7b8c9d0-e1f2-3456-abcd-789012345678,ॐ पूर्णमदः पूर्णमिदं पूर्णात्पूर्णमुदच्यते।,"Om, That is complete, This is complete, From the complete comes the complete",The completeness of the Absolute,Isha Upanishad,2025-04-10 22:30:00.000000+00
b8c9d0e1-f2a3-4567-bcde-890123456789,एको देवः सर्वभूतेषु गूढः,"The one God hidden in all beings",The immanent divine,Shvetashvatara Upanishad 6.11,2025-04-10 22:30:00.000000+00
c9d0e1f2-a3b4-5678-cdef-901234567890,न तत्र सूर्यो भाति न चन्द्रतारकं,"There the sun does not shine, nor the moon and stars",The divine light transcends all lights,Katha Upanishad 2.2.15,2025-04-10 22:30:00.000000+00
d0e1f2a3-b4c5-6789-defa-012345678901,यतो वाचो निवर्तन्ते अप्राप्य मनसा सह,"From which words turn back, along with the mind, not having reached it",The ineffable nature of Brahman,Taittiriya Upanishad 2.4.1,2025-04-10 22:30:00.000000+00
e1f2a3b4-c5d6-7890-efab-123456789012,सत्यं ज्ञानमनन्तं ब्रह्म,"Brahman is Truth, Knowledge, Infinity",Definition of Brahman,Taittiriya Upanishad 2.1.1,2025-04-10 22:30:00.000000+00
f2a3b4c5-d6e7-8901-fabc-234567890123,आनन्दो ब्रह्मेति व्यजानात्,"He realized that Brahman is Bliss",Brahman as supreme bliss,Taittiriya Upanishad 3.6.1,2025-04-10 22:30:00.000000+00
a3b4c5d6-e7f8-9012-abcd-345678901234,ब्रह्मविदाप्नोति परम्,"The knower of Brahman attains the Supreme",Knowledge of Brahman leads to liberation,Taittiriya Upanishad 2.1.1,2025-04-10 22:30:00.000000+00
b4c5d6e7-f8a9-0123-bcde-456789012345,अग्ने नय सुपथा राये अस्मान्,"O Agni, lead us on the right path to prosperity",Prayer to Agni for guidance,Isha Upanishad 18,2025-04-10 22:30:00.000000+00
c5d6e7f8-a9b0-1234-cdef-567890123456,विद्यां चाविद्यां च यस्तद्वेदोभयं सह,"He who knows both knowledge and ignorance together",Balance of knowledge and ignorance,Isha Upanishad 11,2025-04-10 22:30:00.000000+00
d6e7f8a9-b0c1-2345-defa-678901234567,अन्धं तमः प्रविशन्ति येऽविद्यामुपासते,"Into blinding darkness enter those who worship ignorance",Worshiping ignorance leads to darkness,Isha Upanishad 9,2025-04-10 22:30:00.000000+00
e7f8a9b0-c1d2-3456-efab-789012345678,हिरण्मयेन पात्रेण सत्यस्यापिहितं मुखम्,"The face of Truth is covered with a golden disc",Truth is hidden by illusion,Isha Upanishad 15,2025-04-10 22:30:00.000000+00
f8a9b0c1-d2e3-4567-fabc-890123456789,पूषन्नेकर्षे यम सूर्य प्राजापत्य व्यूह रश्मीन् समूह तेजः,"O Sun, gather Your light, withdraw Your rays, may I see Your blessed form",Prayer to see the divine essence,Isha Upanishad 16,2025-04-10 22:30:00.000000+00
a9b0c1d2-e3f4-5678-abcd-901234567890,वायुरनिलममृतमथेदं भस्मान्तं शरीरम्,"May my life-breath merge with the immortal cosmic breath, and may this body be reduced to ashes",Prayer for union with the divine,Isha Upanishad 17,2025-04-10 22:30:00.000000+00
b0c1d2e3-f4a5-6789-bcde-012345678901,तेने त्यक्तेन भुञ्जीथा मा गृधः कस्य स्विद्धनम्,"Protect yourself through renunciation. Do not covet the wealth of anyone",Renunciation and non-covetousness,Isha Upanishad 1,2025-04-10 22:30:00.000000+00
c1d2e3f4-a5b6-7890-cdef-123456789012,ईशा वास्यमिदं सर्वं यत्किञ्च जगत्यां जगत्,"All this whatever exists in the universe should be covered by the Lord",Everything belongs to the divine,Isha Upanishad 1,2025-04-10 22:30:00.000000+00
d2e3f4a5-b6c7-8901-defa-234567890123,कुर्वन्नेवेह कर्माणि जिजीविषेत् समाः,"While performing works here, one may aspire to live for hundreds of years",Engage in selfless service for a long life,Isha Upanishad 2,2025-04-10 22:30:00.000000+00
e3f4a5b6-c7d8-9012-efab-345678901234,अणोरणीयान् महतो महीयान्,"The Self is smaller than the small, greater than the great",Paradoxical nature of the Self,Katha Upanishad 1.2.20,2025-04-10 22:30:00.000000+00
f4a5b6c7-d8e9-0123-fabc-456789012345,न जायते म्रियते वा विपश्चित्,"The wise man is neither born nor does he die",The eternal nature of the wise soul,Katha Upanishad 1.2.18,2025-04-10 22:30:00.000000+00
a5b6c7d8-e9f0-1234-abcd-567890123456,उत्तिष्ठत जाग्रत प्राप्य वरान्निबोधत,"Arise, awake, and learn by approaching the wise",Call to seek knowledge,Katha Upanishad 1.3.14,2025-04-10 22:30:00.000000+00
b6c7d8e9-f0a1-2345-bcde-678901234567,आत्मानं रथिनं विद्धि शरीरं रथमेव तु। बुद्धिं तु सारथिं विद्धि मनः प्रग्रहमेव च।,"Know the Self as the rider in the chariot, and the body as the chariot. Know the intellect as the charioteer, and the mind as the reins",The chariot analogy of the self,Katha Upanishad 1.3.3-4,2025-04-10 22:30:00.000000+00
c7d8e9f0-a1b2-3456-cdef-789012345678,इन्द्रियाणि हयानाहुर्विषयांस्तेषु गोचरान्,"The senses, they say, are the horses; the objects of sense, what they range over",The senses are like horses,Katha Upanishad 1.3.4,2025-04-10 22:30:00.000000+00
d8e9f0a1-b2c3-4567-defa-890123456789,विज्ञानवान् भवति युक्तेन मनसा सदा,"He who is discriminating, with his mind ever collected",Discrimination leads to liberation,Katha Upanishad 1.3.6,2025-04-10 22:30:00.000000+00
e9f0a1b2-c3d4-5678-efab-901234567890,यस्त्वविज्ञानवान् भवत्ययुक्तेन मनसा सदा,"He who is without discrimination, with his mind ever uncollected",Lack of discrimination leads to bondage,Katha Upanishad 1.3.5,2025-04-10 22:30:00.000000+00
f0a1b2c3-d4e5-6789-fabc-012345678901,अशब्दमस्पर्शमरूपमव्ययं तथाऽरसं नित्यमगन्धवच्च यत्,"That which is soundless, touchless, formless, undecaying, and also tasteless, eternal, and odorless",Description of the Atman,Katha Upanishad 1.3.15,2025-04-10 22:30:00.000000+00
a1b2c3d4-e5f6-7890-abcd-123456789012,यदा सर्वे प्रमुच्यन्ते कामा येऽस्य हृदि श्रिताः,"When all desires dwelling in the heart cease",Liberation from desires leads to immortality,Katha Upanishad 2.3.14,2025-04-10 22:30:00.000000+00
b2c3d4e5-f6a7-8901-bcde-234567890123,ऊर्ध्वमूलोऽवाक्शाख एषोऽश्वत्थः सनातनः,"With roots upward and branches downward is this ancient banyan tree",Metaphor of the banyan tree,Katha Upanishad 2.3.1,2025-04-10 22:30:00.000000+00
c3d4e5f6-a7b8-9012-cdef-345678901234,न तत्र सूर्यो भाति न चन्द्रतारकं नेमा विद्युतो भान्ति कुतोऽयमग्निः,"There the sun does not shine, nor do the moon and stars, nor do these lightnings shine. How then could this fire?",The divine light transcends all other lights,Katha Upanishad 2.2.15,2025-04-10 22:30:00.000000+00
d4e5f6a7-b8c9-0123-defa-456789012345,तमेव भान्तमनुभाति सर्वं तस्य भासा सर्वमिदं विभाति,"Everything shines after Him; by His light, all this is illuminated",Everything is illuminated by the divine light,Katha Upanishad 2.2.15,2025-04-10 22:30:00.000000+00
e5f6a7b8-c9d0-1234-efab-567890123456,तमेव विदित्वातिमृत्युमेति नान्यः पन्था विद्यतेऽयनाय,"Only by knowing Him does one pass over death; there is no other way to reach the Supreme Goal",Knowing the divine leads to immortality,Shvetashvatara Upanishad 3.8,2025-04-10 22:30:00.000000+00
f6a7b8c9-d0e1-2345-fabc-678901234567,वेदाहमेतं पुरुषं महान्तमादित्यवर्णं तमसः परस्तात्,"I have realized this Great Being who shines like the sun beyond darkness",Realization of the Great Being,Shvetashvatara Upanishad 3.8,2025-04-10 22:30:00.000000+00
a7b8c9d0-e1f2-3456-abcd-789012345678,यो ब्रह्माणं विद्धाति पूर्वं यो वै वेदांश्च प्रहिणोति तस्मै,"He who creates Brahma first and delivers the Vedas to him",The divine is the source of Brahma and the Vedas,Shvetashvatara Upanishad,2025-04-10 22:30:00.000000+00
b8c9d0e1-f2a3-4567-bcde-890123456789,एको देवः सर्वभूतेषु गूढः सर्वव्यापी सर्वभूतान्तरात्मा,"The one God is hidden in all beings, all-pervading, the Self of all beings",The divine is immanent and transcendent,Shvetashvatara Upanishad 6.11,2025-04-10 22:30:00.000000+00
c9d0e1f2-a3b4-5678-cdef-901234567890,स विश्वकृद्विश्वविदात्मा योनिः सर्वस्य,"He is the maker of all, the knower of all, the Self, and the source of everything",The divine is the source of creation,Shvetashvatara Upanishad 6.16,2025-04-10 22:30:00.000000+00
d0e1f2a3-b4c5-6789-defa-012345678901,एको वशी निष्क्रियाणाम् बहुनाम् एकं बीजं बहुधा यः करोति,"He is the one controller, inactive, the one seed that multiplies in many ways",The divine is the controller and source,Shvetashvatara Upanishad 6.12,2025-04-10 22:30:00.000000+00
e1f2a3b4-c5d6-7890-efab-123456789012,तं ह देवमात्मबुद्धिप्रकाशं मुमुक्षुर्वै शरणमहं प्रपद्ये,"I, seeking liberation, take refuge in that God, who reveals Himself through the light of one's own intellect",Taking refuge in the divine,Shvetashvatara Upanishad,2025-04-10 22:30:00.000000+00
f2a3b4c5-d6e7-8901-fabc-234567890123,परेण नाकं निहितं गुहायां विभ्राजते यद्यतयो विशन्ति,"Supreme is that blissful state, hidden in the cave of the heart, where the aspirants enter",The heart as the cave of the divine,Kaivalya Upanishad,2025-04-10 22:30:00.000000+00
a3b4c5d6-e7f8-9012-abcd-345678901234,न कर्मणा न प्रजया धनेन त्यागेनैके अमृतत्वमानशुः,"Neither by work, nor by progeny, nor by wealth, but by renunciation alone have some attained immortality",Renunciation as a path to immortality,Kaivalya Upanishad,2025-04-10 22:30:00.000000+00
b4c5d6e7-f8a9-0123-bcde-456789012345,यथा नद्यः स्यन्दमानाः समुद्रेऽस्तं गच्छन्ति नामरूपे विहाय,"As rivers flowing into the ocean disappear, losing their name and form",Analogy of rivers merging into the ocean,Mundaka Upanishad 3.2.8,2025-04-10 22:30:00.000000+00
c5d6e7f8-a9b0-1234-cdef-567890123456,वेदान्तविज्ञानसुनिश्चितार्थाः संन्यासयोगाद्यतयः शुद्धसत्त्वाः,"Those who have ascertained the meaning of Vedanta and are well-established in knowledge, having purified their being through renunciation",Purification through renunciation,Mundaka Upanishad 3.2.6,2025-04-10 22:30:00.000000+00
d6e7f8a9-b0c1-2345-defa-678901234567,येनाक्रमन्त्यृषयो ह्याप्तकामा यत्र तत् सत्यस्य परमं निधानम्,"By which the seers, with desires fulfilled, ascend to where is that supreme abode of Truth",Ascension to the abode of Truth,Mundaka Upanishad 3.1.6,2025-04-10 22:30:00.000000+00
e7f8a9b0-c1d2-3456-efab-789012345678,ते ब्रह्मलोके तु परान्तकाले परामृताः परिमुच्यन्ति सर्वे,"These knowers of Brahman attain the supreme immortal Brahman and are freed from the cycle of rebirth",Liberation at the end of time,Mundaka Upanishad 3.2.6,2025-04-10 22:30:00.000000+00
f8a9b0c1-d2e3-4567-fabc-890123456789,तथा विद्वान् नामरूपाद् विमुक्तः परात्परं पुरुषमुपैति दिव्यम्,"So the wise one, freed from name and form, attains the supreme divine Person",Freedom from name and form leads to the divine,Mundaka Upanishad 3.2.8,2025-04-10 22:30:00.000000+00
a9b0c1d2-e3f4-5678-abcd-901234567890,सत्यमेव जयते नानृतं सत्येन पन्था विततो देवयानः,"Truth alone triumphs, not falsehood; through truth lies the path to the divine",Triumph of truth,Mundaka Upanishad 3.1.6,2025-04-10 22:30:00.000000+00
b0c1d2e3-f4a5-6789-bcde-012345678901,ॐ सह नाववतु सह नौ भुनक्तु सह वीर्यं करवावहै,"Om, may He protect us both, may He nourish us both, may we acquire strength together",Prayer for mutual protection and nourishment,Katha Upanishad,2025-04-10 22:30:00.000000+00
c1d2e3f4-a5b6-7890-cdef-123456789012,तेजस्वि नावधीतमस्तु मा विद्विषावहै,"May our learning be brilliant, may we not hate each other",Prayer for brilliance and harmony,Katha Upanishad,2025-04-10 22:30:00.000000+00
d2e3f4a5-b6c7-8901-defa-234567890123,ॐ शान्तिः शान्तिः शान्तिः,"Om Peace, Peace, Peace",Invocation of peace at all levels,Upanishads,2025-04-10 22:30:00.000000+00
e3f4a5b6-c7d8-9012-efab-345678901234,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः,"May all be happy, may all be free from illness",Universal prayer for happiness and health,Brihadaranyaka Upanishad,2025-04-10 22:30:00.000000+00
f4a5b6c7-d8e9-0123-fabc-456789012345,सर्वे भद्राणि पश्यन्तु मा कश्चिद्दुःखभाग्भवेत्,"May all see what is auspicious, may no one suffer",Prayer for universal well-being,Brihadaranyaka Upanishad,2025-04-10 22:30:00.000000+00
a5b6c7d8-e9f0-1234-abcd-567890123456,असतो मा सद्गमय तमसो मा ज्योतिर्गमय मृत्योर्मा अमृतं गमय,"Lead us from the unreal to the Real, from darkness to Light, from death to Immortality",Prayer for enlightenment,Brihadaranyaka Upanishad 1.3.28,2025-04-10 22:30:00.000000+00
b6c7d8e9-f0a1-2345-bcde-678901234567,तमसो हि परं ज्योतिः,"Beyond darkness is the Light",The goal is to transcend darkness,Shvetashvatara Upanishad 3.8,2025-04-10 22:30:00.000000+00
c7d8e9f0-a1b2-3456-cdef-789012345678,यदात्मतत्त्वेन तु ब्रह्मतत्त्वं दीपोपमेनेह युक्तः प्रपश्येत्,"When one realizes the truth of Brahman with the help of the Atman, like a lamp",Realization of Brahman through the Atman,Shvetashvatara Upanishad 2.15,2025-04-10 22:30:00.000000+00
d8e9f0a1-b2c3-4567-defa-890123456789,पृथिव्यप्तेजोवाय्वाकाशे समुत्थिते पञ्चात्मके योगे,"When the five elements earth, water, fire, air, and ether arise in the yoga",The elements are part of the yogic experience,Shvetashvatara Upanishad 2.12,2025-04-10 22:30:00.000000+00
e9f0a1b2-c3d4-5678-efab-901234567890,न तस्य कार्यं करणं च विद्यते न तत्समश्चाभ्यधिकश्च दृश्यते,"For Him, there is no work to be done, no instrument to be used; no one is seen equal to Him or greater than Him",The divine is beyond action and comparison,Shvetashvatara Upanishad,2025-04-10 22:30:00.000000+00
f0a1b2c3-d4e5-6789-fabc-012345678901,परास्य शक्तिर्विविधैव श्रूयते स्वाभाविकी ज्ञानबलक्रिया च,"His supreme power is revealed in various ways; His knowledge, strength, and action are natural to Him",The divine power is diverse and natural,Shvetashvatara Upanishad,2025-04-10 22:30:00.000000+00
a1b2c3d4-e5f6-7890-abcd-123456789012,यस्य ब्रह्म च क्षत्रं च उभे भवत ओदनः,"For whom the Brahmanas and Kshatriyas both become food",All are subject to the divine will,Katha Upanishad 1.2.25,2025-04-10 22:30:00.000000+00
b2c3d4e5-f6a7-8901-bcde-234567890123,ऋग्वेदो यजुर्वेदः सामवेदोऽथर्ववेदः,"The Rig Veda, Yajur Veda, Sama Veda, and Atharva Veda",The four Vedas,Mundaka Upanishad 1.1.1,2025-04-10 22:30:00.000000+00
c3d4e5f6-a7b8-9012-cdef-345678901234,एकं सद्विप्रा बहुधा वदन्ति,"The wise speak of the One Truth in many ways",Unity in diversity,Rig Veda 1.164.46,2025-04-10 22:30:00.000000+00
d4e5f6a7-b8c9-0123-defa-456789012345,अग्निमीळे पुरोहितं यज्ञस्य देवं ऋत्विजम्। होतारं रत्नधातमम्।,"I praise Agni, the chosen Priest, God of the sacrifice, the Hotar, lavishest of wealth",Invocation to Agni,Rig Veda 1.1.1,2025-04-10 22:30:00.000000+00
e5f6a7b8-c9d0-1234-efab-567890123456,तमसो मा ज्योतिर्गमय,"Lead us from darkness to Light",Prayer for enlightenment,Brihadaranyaka Upanishad,2025-04-10 22:30:00.000000+00
f6a7b8c9-d0e1-2345-fabc-678901234567,मृत्योर्मा अमृतं गमय,"Lead us from death to Immortality",Prayer for liberation,Brihadaranyaka Upanishad,2025-04-10 22:30:00.000000+00
a7b8c9d0-e1f2-3456-abcd-789012345678,असतो मा सद्गमय,"Lead us from the unreal to the Real",Prayer for guidance to truth,Brihadaranyaka Upanishad,2025-04-10 22:30:00.000000+00
b8c9d0e1-f2a3-4567-bcde-890123456789,सत्यं वद। धर्मं चर।,"Speak the truth. Practice righteousness",Fundamental principles,Taittiriya Upanishad 1.11.1,2025-04-10 22:30:00.000000+00
c9d0e1f2-a3b4-5678-cdef-901234567890,मातृदेवो भव। पितृदेवो भव। आचार्यदेवो भव।,"Be one to whom mother is a god, be one to whom father is a god, be one to whom teacher is a god",Reverence for parents and teachers,Taittiriya Upanishad 1.11.2,2025-04-10 22:30:00.000000+00
d0e1f2a3-b4c5-6789-defa-012345678901,अथातो ब्रह्मजिज्ञासा,"Now, therefore, the inquiry into Brahman",Beginning of inquiry into the Absolute,Brahma Sutra 1.1.1,2025-04-10 22:30:00.000000+00
e1f2a3b4-c5d6-7890-efab-123456789012,योगश्चित्तवृत्तिनिरोधः,"Yoga is the restraint of the modifications of the mind",Definition of yoga,Yoga Sutras of Patanjali 1.2,2025-04-10 22:30:00.000000+00
f2a3b4c5-d6e7-8901-fabc-234567890123,तदा द्रष्टुः स्वरूपेऽवस्थानम्,"Then the seer abides in his own nature",The goal of yoga,Yoga Sutras of Patanjali 1.3,2025-04-10 22:30:00.000000+00
a3b4c5d6-e7f8-9012-abcd-345678901234,वृत्तिसारूप्यमितरत्र,"At other times the seer appears to assume the form of the modifications",Identification with mental modifications,Yoga Sutras of Patanjali 1.4,2025-04-10 22:30:00.000000+00
b4c5d6e7-f8a9-0123-bcde-456789012345,अभ्यासवैराग्याभ्यां तन्निरोधः,"The restraint is achieved through practice and non-attachment",Methods to achieve yoga,Yoga Sutras of Patanjali 1.12,2025-04-10 22:30:00.000000+00
c5d6e7f8-a9b0-1234-cdef-567890123456,तत्र स्थितौ यत्नोऽभ्यासः,"Practice is the effort to be steady in that state",Definition of practice,Yoga Sutras of Patanjali 1.13,2025-04-10 22:30:00.000000+00
d6e7f8a9-b0c1-2345-defa-678901234567,स तु दीर्घकालनैरन्तर्यसत्कारासेवितो दृढभूमिः,"That practice becomes firmly grounded when continued for a long time without interruption and with earnest devotion",Practice must be sustained,Yoga Sutras of Patanjali 1.14,2025-04-10 22:30:00.000000+00
e7f8a9b0-c1d2-3456-efab-789012345678,दृष्टानुश्रविकविषयवितृष्णस्य वशीकारसंज्ञा वैराग्यम्,"Non-attachment is the mastery of consciousness over its objects, whether seen or heard",Definition of non-attachment,Yoga Sutras of Patanjali 1.15,2025-04-10 22:30:00.000000+00
f8a9b0c1-d2e3-4567-fabc-890123456789,तत्परं पुरुषख्यातेर्गुणवैतृष्ण्यम्,"The highest non-attachment is the absence of craving for the gunas themselves, which comes from the awareness of Purusha",Highest form of non-attachment,Yoga Sutras of Patanjali 1.16,2025-04-10 22:30:00.000000+00
a9b0c1d2-e3f4-5678-abcd-901234567890,वितर्कविचारानन्दास्मितारूपानुगमात्संप्रज्ञातः,"Samprajnata samadhi is accompanied by reasoning, reflecting, rejoicing, and pure I-am-ness",Types of samadhi,Yoga Sutras of Patanjali 1.17,2025-04-10 22:30:00.000000+00
b0c1d2e3-f4a5-6789-bcde-012345678901,विरामप्रत्ययाभ्यासपूर्वः संस्कारशेषोऽन्यः,"The other kind of samadhi is preceded by the practice of stilling the mind, and leaves only latent impressions",Asamprajnata samadhi,Yoga Sutras of Patanjali 1.18,2025-04-10 22:30:00.000000+00
c1d2e3f4-a5b6-7890-cdef-123456789012,भवप्रत्ययो विदेहप्रकृतिलयानाम्,"For those who have merged with nature or become disembodied, samadhi arises from the sense of self",Samadhi for advanced practitioners,Yoga Sutras of Patanjali 1.19,2025-04-10 22:30:00.000000+00
d2e3f4a5-b6c7-8901-defa-234567890123,श्रद्धावीर्यस्मृतिसमाधिप्रज्ञापूर्वक इतरेषाम्,"For others, samadhi is preceded by faith, energy, memory, concentration, and discrimination",Path to samadhi for others,Yoga Sutras of Patanjali 1.20,2025-04-10 22:30:00.000000+00
e3f4a5b6-c7d8-9012-efab-345678901234,तीव्रसंवेगानामासन्नः,"For those with intense practice, samadhi is near",Intense practice brings samadhi closer,Yoga Sutras of Patanjali 1.21,2025-04-10 22:30:00.000000+00
f4a5b6c7-d8e9-0123-fabc-456789012345,मृदुमध्याधिमात्रत्वात्ततोऽपि विशेषः,"The intensity of practice can be mild, moderate, or intense",Levels of practice intensity,Yoga Sutras of Patanjali 1.22,2025-04-10 22:30:00.000000+00
a5b6c7d8-e9f0-1234-abcd-567890123456,ईश्वरप्रणिधानाद्वा,"Or through devotion to Ishvara",Alternative path through devotion,Yoga Sutras of Patanjali 1.23,2025-04-10 22:30:00.000000+00
b6c7d8e9-f0a1-2345-bcde-678901234567,क्लेशकर्मविपाकाशयैरपरामृष्टः पुरुषविशेष ईश्वरः,"Ishvara is a special Purusha, untouched by afflictions, actions, fruits of actions, or their residues",Definition of Ishvara,Yoga Sutras of Patanjali 1.24,2025-04-10 22:30:00.000000+00
c7d8e9f0-a1b2-3456-cdef-789012345678,तत्र निरतिशयं सर्वज्ञबीजम्,"In Ishvara is the unsurpassed seed of omniscience",Ishvara as the source of all knowledge,Yoga Sutras of Patanjali 1.25,2025-04-10 22:30:00.000000+00
d8e9f0a1-b2c3-4567-defa-890123456789,स एष पूर्वेषामपि गुरुः कालेनानवच्छेदात्,"Ishvara is the teacher of even the ancient teachers, being not limited by time",Ishvara as the eternal teacher,Yoga Sutras of Patanjali 1.26,2025-04-10 22:30:00.000000+00
e9f0a1b2-c3d4-5678-efab-901234567890,तस्य वाचकः प्रणवः,"The word that expresses Ishvara is Om",Om as the expression of Ishvara,Yoga Sutras of Patanjali 1.27,2025-04-10 22:30:00.000000+00
f0a1b2c3-d4e5-6789-fabc-012345678901,तज्जपस्तदर्थभावनम्,"Repeating it and contemplating its meaning",Practice of Om meditation,Yoga Sutras of Patanjali 1.28,2025-04-10 22:30:00.000000+00
a1b2c3d4-e5f6-7890-abcd-123456789012,ततः प्रत्यक्चेतनाधिगमोऽप्यन्तरायाभावश्च,"From that comes the realization of the inner consciousness and the removal of obstacles",Benefits of Om practice,Yoga Sutras of Patanjali 1.29,2025-04-10 22:30:00.000000+00
b2c3d4e5-f6a7-8901-bcde-234567890123,व्याधिस्त्यानसंशयप्रमादालस्याविरतिभ्रान्तिदर्शनालब्धभूमिकत्वानवस्थितत्वानि चित्तविक्षेपास्तेऽन्तरायाः,"Sickness, mental laziness, doubt, lack of enthusiasm, laziness, sense indulgence, false perception, failure to reach firm ground, and instability are the obstacles to the mind",Obstacles in yoga practice,Yoga Sutras of Patanjali 1.30,2025-04-10 22:30:00.000000+00
c3d4e5f6-a7b8-9012-cdef-345678901234,दुःखदौर्मनस्याङ्गमेजयत्वश्वासप्रश्वासा विक्षेपसहभुवः,"Accompanying these obstacles are distress, despair, trembling of the body, and irregular breathing",Symptoms of obstacles,Yoga Sutras of Patanjali 1.31,2025-04-10 22:30:00.000000+00
d4e5f6a7-b8c9-0123-defa-456789012345,तत्प्रतिषेधार्थमेकतत्त्वाभ्यासः,"To prevent these obstacles, one should practice concentration on a single principle",Remedy for obstacles,Yoga Sutras of Patanjali 1.32,2025-04-10 22:30:00.000000+00
e5f6a7b8-c9d0-1234-efab-567890123456,मैत्रीकरुणामुदितोपेक्षाणां सुखदुःखपुण्यापुण्यविषयाणां भावनातश्चित्तप्रसादनम्,"By cultivating attitudes of friendliness toward the happy, compassion toward the suffering, joy toward the virtuous, and equanimity toward the non-virtuous, the mind becomes purified",Attitudes for mental purification,Yoga Sutras of Patanjali 1.33,2025-04-10 22:30:00.000000+00
f6a7b8c9-d0e1-2345-fabc-678901234567,प्रच्छर्दनविधारणाभ्यां वा प्राणस्य,"Or through the regulation of the breath",Alternative method through breath control,Yoga Sutras of Patanjali 1.34,2025-04-10 22:30:00.000000+00
a7b8c9d0-e1f2-3456-abcd-789012345678,विषयवती वा प्रवृत्तिरुत्पन्ना मनसः स्थितिनिबन्धिनी,"Or through concentration on a subtle sense perception, the mind becomes steady",Concentration on subtle objects,Yoga Sutras of Patanjali 1.35,2025-04-10 22:30:00.000000+00
b8c9d0e1-f2a3-4567-bcde-890123456789,विशोका वा ज्योतिष्मती,"Or through meditating on the inner light, which is beyond sorrow",Meditation on inner light,Yoga Sutras of Patanjali 1.36,2025-04-10 22:30:00.000000+00
c9d0e1f2-a3b4-5678-cdef-901234567890,वीतरागविषयं वा चित्तम्,"Or through contemplating on a mind free from attachment",Contemplation on detached mind,Yoga Sutras of Patanjali 1.37,2025-04-10 22:30:00.000000+00
d0e1f2a3-b4c5-6789-defa-012345678901,स्वप्ननिद्राज्ञानालम्बनं वा,"Or through meditating on the knowledge that comes in sleep or dream",Meditation on dream knowledge,Yoga Sutras of Patanjali 1.38,2025-04-10 22:30:00.000000+00
e1f2a3b4-c5d6-7890-efab-123456789012,यथाभिमतध्यानाद्वा,"Or through meditation on whatever object one prefers",Meditation on preferred object,Yoga Sutras of Patanjali 1.39,2025-04-10 22:30:00.000000+00
f2a3b4c5-d6e7-8901-fabc-234567890123,परमाणुपरममहत्त्वान्तोऽस्य वशीकारः,"The mastery of concentration extends from the smallest particle to the greatest infinity",Scope of concentration mastery,Yoga Sutras of Patanjali 1.40,2025-04-10 22:30:00.000000+00
a3b4c5d6-e7f8-9012-abcd-345678901234,क्षीणवृत्तेरभिजातस्येव मणेर्ग्रहीतृग्रहणग्राह्येषु तत्स्थतदञ्जनता समापत्तिः,"When the modifications of the mind have become weakened, the mind becomes like a transparent crystal, taking the color of whatever is placed near it",The mind becomes like a crystal,Yoga Sutras of Patanjali 1.41,2025-04-10 22:30:00.000000+00
b4c5d6e7-f8a9-0123-bcde-456789012345,तत्र शब्दार्थज्ञानविकल्पैः संकीर्णा सवितर्का समापत्तिः,"In that state, when the mind is mixed with word, meaning, and perception, it is called savitarka samapatti",Savitarka samapatti,Yoga Sutras of Patanjali 1.42,2025-04-10 22:30:00.000000+00
c5d6e7f8-a9b0-1234-cdef-567890123456,स्मृतिपरिशुद्धौ स्वरूपशून्येवार्थमात्रनिर्भासा निर्वितर्का,"When memory is purified, the mind appears to be devoid of its own nature and only the object shines forth. This is nirvitarka samapatti",Nirvitarka samapatti,Yoga Sutras of Patanjali 1.43,2025-04-10 22:30:00.000000+00
d6e7f8a9-b0c1-2345-defa-678901234567,एतयैव सविचारा निर्विचारा च सूक्ष्मविषया व्याख्याता,"By these same processes, savichara and nirvichara samapattis, which use subtle objects, are also explained",Subtle object samapattis,Yoga Sutras of Patanjali 1.44,2025-04-10 22:30:00.000000+00
e7f8a9b0-c1d2-3456-efab-789012345678,सूक्ष्मविषयत्वं चालिङ्गपर्यवसानम्,"The subtle objects extend up to the unmanifest prakriti",Range of subtle objects,Yoga Sutras of Patanjali 1.45,2025-04-10 22:30:00.000000+00
f8a9b0c1-d2e3-4567-fabc-890123456789,ता एव सबीजः समाधिः,"These are the only kinds of objective samadhi",Objective samadhi types,Yoga Sutras of Patanjali 1.46,2025-04-10 22:30:00.000000+00
a9b0c1d2-e3f4-5678-abcd-901234567890,निर्विचारवैशारद्येऽध्यात्मप्रसादः,"In the clarity of nirvichara samapatti, the inner Self becomes clear",Clarity of inner Self,Yoga Sutras of Patanjali 1.47,2025-04-10 22:30:00.000000+00
b0c1d2e3-f4a5-6789-bcde-012345678901,ऋतंभरा तत्र प्रज्ञा,"In that state, the knowledge is filled with truth",Truth-filled knowledge,Yoga Sutras of Patanjali 1.48,2025-04-10 22:30:00.000000+00
c1d2e3f4-a5b6-7890-cdef-123456789012,श्रुतानुमानप्रज्ञाभ्यामन्यविषया विशेषार्थत्वात्,"This knowledge is different from that derived from testimony or inference, because it relates to the specific object",Direct knowledge vs indirect,Yoga Sutras of Patanjali 1.49,2025-04-10 22:30:00.000000+00
